API,Provider,Service,Version,Description,LogoUrl
RecoveryServicesClient,azure.com,recoveryservices-vaults,2016-06-01,,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
RecoveryServicesClient,azure.com,recoveryservices-vaultusages,2016-06-01,,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
RecoveryServicesBackupClient,azure.com,recoveryservicesbackup,2016-06-01,,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
RecoveryServicesBackupClient,azure.com,recoveryservicesbackup-backupManagement,2016-12-01,,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
RecoveryServicesBackupClient,azure.com,recoveryservicesbackup-bms,2016-12-01,,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
RecoveryServicesBackupClient,azure.com,recoveryservicesbackup-bms,2017-07-01,,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
RecoveryServicesBackupClient,azure.com,recoveryservicesbackup-bms,2018-12-20,,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
RecoveryServicesBackupClient,azure.com,recoveryservicesbackup-bms,2019-05-13,,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
RecoveryServicesBackupClient,azure.com,recoveryservicesbackup-bms,2019-06-15,,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
RecoveryServicesBackupClient,azure.com,recoveryservicesbackup-jobs,2017-07-01,,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
RecoveryServicesBackupClient,azure.com,recoveryservicesbackup-operations,2016-08-10,,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
RecoveryServicesBackupClient,azure.com,recoveryservicesbackup-registeredIdentities,2016-06-01,,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SiteRecoveryManagementClient,azure.com,recoveryservicessiterecovery-service,2016-08-10,,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SiteRecoveryManagementClient,azure.com,recoveryservicessiterecovery-service,2018-01-10,,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SiteRecoveryManagementClient,azure.com,recoveryservicessiterecovery-service,2018-07-10,,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
RedisManagementClient,azure.com,redis,2015-08-01,REST API for Azure Redis Cache Service.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
RedisManagementClient,azure.com,redis,2016-04-01,REST API for Azure Redis Cache Service.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
RedisManagementClient,azure.com,redis,2017-02-01,REST API for Azure Redis Cache Service.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
RedisManagementClient,azure.com,redis,2017-10-01,REST API for Azure Redis Cache Service.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
RedisManagementClient,azure.com,redis,2018-03-01,REST API for Azure Redis Cache Service.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
RedisManagementClient,azure.com,redis,2019-07-01,REST API for Azure Redis Cache Service.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Relay,azure.com,relay,2016-07-01,Use these API to manage Azure Relay resources through Azure Resources Manager.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Relay,azure.com,relay,2017-04-01,Use these API to manage Azure Relay resources through Azure Resource Manager.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Azure Reservation,azure.com,reservations,2017-11-01,This API describe Azure Reservation,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Azure Reservation,azure.com,reservations,2018-06-01,This API describe Azure Reservation,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Azure Reservation,azure.com,reservations,2019-04-01,This API describe Azure Reservation,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Azure Reservation,azure.com,reservations-quota,2019-07-19-preview,Microsoft Azure Quota Resource Provider.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Azure Resource Graph,azure.com,resourcegraph,2018-09-01-preview,Azure Resource Graph API Reference,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Azure Resource Graph,azure.com,resourcegraph,2019-04-01,Azure Resource Graph API Reference,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Azure Resource Graph Query,azure.com,resourcegraph-graphquery,2018-09-01-preview,Azure Resource Graph Query API Reference,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Microsoft.ResourceHealth,azure.com,resourcehealth,2015-01-01,The Resource Health Client.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Microsoft.ResourceHealth,azure.com,resourcehealth,2017-07-01,The Resource Health Client.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Microsoft.ResourceHealth,azure.com,resourcehealth-ResourceHealth,2018-07-01,The Resource Health Client.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Microsoft.ResourceHealth,azure.com,resourcehealth-ResourceHealth,2018-07-01-preview,The Resource Health Client.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ResourceManagementClient,azure.com,resources,2015-11-01,,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ResourceManagementClient,azure.com,resources,2016-02-01,,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ResourceManagementClient,azure.com,resources,2016-07-01,,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ResourceManagementClient,azure.com,resources,2016-09-01,Provides operations for working with resources and resource groups.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ResourceManagementClient,azure.com,resources,2017-05-10,Provides operations for working with resources and resource groups.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ResourceManagementClient,azure.com,resources,2018-02-01,Provides operations for working with resources and resource groups.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ResourceManagementClient,azure.com,resources,2018-05-01,Provides operations for working with resources and resource groups.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ResourceManagementClient,azure.com,resources,2019-03-01,Provides operations for working with resources and resource groups.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ResourceManagementClient,azure.com,resources,2019-05-01,Provides operations for working with resources and resource groups.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ResourceManagementClient,azure.com,resources,2019-05-10,Provides operations for working with resources and resource groups.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ResourceManagementClient,azure.com,resources,2019-07-01,Provides operations for working with resources and resource groups.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ResourceManagementClient,azure.com,resources,2019-08-01,Provides operations for working with resources and resource groups.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ResourceManagementClient,azure.com,resources,2019-10-01,Provides operations for working with resources and resource groups.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
DeploymentScriptsClient,azure.com,resources-deploymentScripts,2019-10-01-preview,The APIs listed in this specification can be used to manage Deployment Scripts resource through the Azure Resource Manager.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
FeatureClient,azure.com,resources-features,2015-12-01,Azure Feature Exposure Control (AFEC) provides a mechanism for the resource providers to control feature exposure to users. Resource providers typically use this mechanism to provide public/private preview for new features prior to making them generally available. Users need to explicitly register for AFEC features to get access to such functionality.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ManagementLinkClient,azure.com,resources-links,2016-09-01,Azure resources can be linked together to form logical relationships. You can establish links between resources belonging to different resource groups. However,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ManagementLockClient,azure.com,resources-locks,2015-01-01,,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ManagementLockClient,azure.com,resources-locks,2016-09-01,Azure resources can be locked to prevent other users in your organization from deleting or modifying resources.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ManagedApplicationClient,azure.com,resources-managedapplications,2016-09-01-preview,ARM managed applications (appliances),https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ApplicationClient,azure.com,resources-managedapplications,2017-09-01,ARM applications,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ApplicationClient,azure.com,resources-managedapplications,2018-06-01,ARM applications,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ApplicationClient,azure.com,resources-managedapplications,2019-07-01,ARM applications,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Management Groups,azure.com,resources-management,2017-08-31-preview,The Azure Management Groups API enables consolidation of multiple ,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
PolicyClient,azure.com,resources-policy,2015-10-01-preview,To manage and control access to your resources,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
PolicyClient,azure.com,resources-policy,2016-04-01,To manage and control access to your resources,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
PolicyClient,azure.com,resources-policyAssignments,2016-12-01,To manage and control access to your resources,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
PolicyClient,azure.com,resources-policyAssignments,2017-06-01-preview,To manage and control access to your resources,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
PolicyClient,azure.com,resources-policyAssignments,2018-03-01,To manage and control access to your resources,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
PolicyClient,azure.com,resources-policyAssignments,2018-05-01,To manage and control access to your resources,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
PolicyClient,azure.com,resources-policyAssignments,2019-01-01,To manage and control access to your resources,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
PolicyClient,azure.com,resources-policyAssignments,2019-06-01,To manage and control access to your resources,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
PolicyClient,azure.com,resources-policyAssignments,2019-09-01,To manage and control access to your resources,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
PolicyClient,azure.com,resources-policyDefinitions,2016-12-01,To manage and control access to your resources,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
PolicyClient,azure.com,resources-policyDefinitions,2018-03-01,To manage and control access to your resources,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
PolicyClient,azure.com,resources-policyDefinitions,2018-05-01,To manage and control access to your resources,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
PolicyClient,azure.com,resources-policyDefinitions,2019-01-01,To manage and control access to your resources,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
PolicyClient,azure.com,resources-policyDefinitions,2019-06-01,To manage and control access to your resources,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
PolicyClient,azure.com,resources-policyDefinitions,2019-09-01,To manage and control access to your resources,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
PolicyClient,azure.com,resources-policySetDefinitions,2017-06-01-preview,To manage and control access to your resources,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
PolicyClient,azure.com,resources-policySetDefinitions,2018-03-01,To manage and control access to your resources,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
PolicyClient,azure.com,resources-policySetDefinitions,2018-05-01,To manage and control access to your resources,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
PolicyClient,azure.com,resources-policySetDefinitions,2019-01-01,To manage and control access to your resources,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
PolicyClient,azure.com,resources-policySetDefinitions,2019-06-01,To manage and control access to your resources,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
PolicyClient,azure.com,resources-policySetDefinitions,2019-09-01,To manage and control access to your resources,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SubscriptionClient,azure.com,resources-subscriptions,2015-11-01,,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SubscriptionClient,azure.com,resources-subscriptions,2016-06-01,All resource groups and resources exist within subscriptions. These operation enable you get information about your subscriptions and tenants. A tenant is a dedicated instance of Azure Active Directory (Azure AD) for your organization.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SubscriptionClient,azure.com,resources-subscriptions,2018-06-01,All resource groups and resources exist within subscriptions. These operation enable you get information about your subscriptions and tenants. A tenant is a dedicated instance of Azure Active Directory (Azure AD) for your organization.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SubscriptionClient,azure.com,resources-subscriptions,2019-06-01,All resource groups and resources exist within subscriptions. These operation enable you get information about your subscriptions and tenants. A tenant is a dedicated instance of Azure Active Directory (Azure AD) for your organization.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SubscriptionClient,azure.com,resources-subscriptions,2019-11-01,All resource groups and resources exist within subscriptions. These operation enable you get information about your subscriptions and tenants. A tenant is a dedicated instance of Azure Active Directory (Azure AD) for your organization.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SchedulerManagementClient,azure.com,scheduler,2014-08-01-preview,,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SchedulerManagementClient,azure.com,scheduler,2016-01-01,,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SchedulerManagementClient,azure.com,scheduler,2016-03-01,,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SearchManagementClient,azure.com,search,2015-02-28,Client that can be used to manage Azure Search services and API keys.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SearchManagementClient,azure.com,search,2015-08-19,Client that can be used to manage Azure Search services and API keys.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SearchManagementClient,azure.com,search,2019-10-01-preview,Client that can be used to manage Azure Cognitive Search services and API keys.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SearchIndexClient,azure.com,search-searchindex,2015-02-28,Client that can be used to query an Azure Search index and upload,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SearchIndexClient,azure.com,search-searchindex,2015-02-28-Preview,Client that can be used to query an Azure Search index and upload,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SearchIndexClient,azure.com,search-searchindex,2016-09-01,Client that can be used to query an Azure Search index and upload,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SearchIndexClient,azure.com,search-searchindex,2016-09-01-Preview,Client that can be used to query an Azure Search index and upload,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SearchIndexClient,azure.com,search-searchindex,2017-11-11,Client that can be used to query an Azure Search index and upload,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SearchIndexClient,azure.com,search-searchindex,2017-11-11-Preview,Client that can be used to query an Azure Search index and upload,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SearchIndexClient,azure.com,search-searchindex,2019-05-06,Client that can be used to query an index and upload,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SearchIndexClient,azure.com,search-searchindex,2019-05-06-Preview,Client that can be used to query an index and upload,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SearchServiceClient,azure.com,search-searchservice,2015-02-28,Client that can be used to manage and query indexes and documents,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SearchServiceClient,azure.com,search-searchservice,2015-02-28-Preview,Client that can be used to manage and query indexes and documents,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SearchServiceClient,azure.com,search-searchservice,2016-09-01,Client that can be used to manage and query indexes and documents,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SearchServiceClient,azure.com,search-searchservice,2016-09-01-Preview,Client that can be used to manage and query indexes and documents,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SearchServiceClient,azure.com,search-searchservice,2017-11-11,Client that can be used to manage and query indexes and documents,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SearchServiceClient,azure.com,search-searchservice,2017-11-11-Preview,Client that can be used to manage and query indexes and documents,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SearchServiceClient,azure.com,search-searchservice,2019-05-06,Client that can be used to manage and query indexes and documents,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SearchServiceClient,azure.com,search-searchservice,2019-05-06-Preview,Client that can be used to manage and query indexes and documents,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security,2015-06-01-preview,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security,2017-08-01-preview,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-adaptiveNetworkHardenings,2015-06-01-preview,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-advancedThreatProtectionSettings,2017-08-01-preview,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-advancedThreatProtectionSettings,2019-01-01,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-alerts,2015-06-01-preview,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-alerts,2019-01-01,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-allowedConnections,2015-06-01-preview,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-applicationWhitelistings,2015-06-01-preview,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-assessmentMetadata,2019-01-01-preview,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-assessmentMetadata,2020-01-01,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-assessments,2019-01-01-preview,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-assessments,2020-01-01,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-autoProvisioningSettings,2017-08-01-preview,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-automations,2019-01-01-preview,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
